yyb_name,total,first_date,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,last_date
中国银河证券股份有限公司青岛香港西路证券营业部,2,2015-09-30,0,0,0,0,0,0,0,0,0,0,0,1,1,2016-02-15
中国银河证券股份有限公司青田涌金街证券营业部,81,2009-11-20,0,0,0,0,0,3,3,2,20,7,11,16,19,2016-08-26
中国银河证券股份有限公司顺德市大良证券营业部,2,2007-03-15,0,0,0,2,0,0,0,0,0,0,0,0,0,2007-03-22
中国银河证券股份有限公司马鞍山湖东中路证券营业部,9,2016-06-28,0,0,0,0,0,0,0,0,0,0,0,0,9,2016-07-04
中国银河证券股份有限公司马鞍山证券营业部,173,2007-03-14,0,0,0,8,12,10,20,27,26,27,28,9,6,2016-05-23
中国银河证券股份有限公司黄山新园东路证券营业部,10,2011-01-14,0,0,0,0,0,0,0,1,1,3,0,1,4,2016-07-21
中国银河证券股份有限公司龙泉新华街证券营业部,14,2010-06-01,0,0,0,0,0,0,3,1,2,3,2,3,0,2015-10-20
中天证券有限责任公司,1,2014-04-30,0,0,0,0,0,0,0,0,0,0,1,0,0,2014-04-30
中天证券有限责任公司上海临青路证券营业部,60,2006-09-21,0,0,1,20,24,3,0,3,0,4,0,5,0,2015-09-17
中天证券有限责任公司上海交通路证券营业部,5,2008-07-31,0,0,0,0,5,0,0,0,0,0,0,0,0,2008-09-10
中天证券有限责任公司上海志丹路证券营业部,116,2009-11-03,0,0,0,0,0,1,2,11,26,32,18,18,8,2016-04-12
中天证券有限责任公司上海武夷路证券营业部,11,2010-12-28,0,0,0,0,0,0,1,4,2,1,1,1,1,2016-05-16
中天证券有限责任公司北京丰台证券营业部,1,2015-09-02,0,0,0,0,0,0,0,0,0,0,0,1,0,2015-09-02
中天证券有限责任公司天津中山路证券营业部,2,2009-02-16,0,0,0,0,0,1,0,0,0,0,0,0,1,2016-03-04
中天证券有限责任公司天津华昌大街证券营业部,4,2007-07-09,0,0,0,1,3,0,0,0,0,0,0,0,0,2008-05-19
中天证券有限责任公司天津新开路证券营业部,7,2011-05-09,0,0,0,0,0,0,0,3,1,0,1,2,0,2015-07-21
中天证券有限责任公司朝阳友谊大街证券营业部,1,2014-03-24,0,0,0,0,0,0,0,0,0,0,1,0,0,2014-03-24
中天证券有限责任公司杭州庆春路证券营业部,1,2016-03-29,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-03-29
中天证券有限责任公司沈阳八王寺街证券营业部,9,2013-09-11,0,0,0,0,0,0,0,0,0,1,4,3,1,2016-02-25
中天证券有限责任公司沈阳北五马路证券营业部,1,2006-10-20,0,0,1,0,0,0,0,0,0,0,0,0,0,2006-10-20
中天证券有限责任公司沈阳十三纬路证券营业部,13,2007-06-01,0,0,0,3,0,0,0,1,1,2,1,5,0,2015-07-31
中天证券有限责任公司沈阳南五马路证券营业部,4,2008-07-11,0,0,0,0,3,1,0,0,0,0,0,0,0,2009-09-23
中天证券有限责任公司沈阳南京北街证券营业部,28,2007-04-19,0,0,0,7,3,6,3,2,3,1,0,3,0,2015-09-21
中天证券有限责任公司沈阳南六东路证券营业部,17,2007-02-26,0,0,0,5,4,3,0,2,1,0,1,1,0,2015-06-10
中天证券有限责任公司沈阳大南街证券营业部,25,2007-06-01,0,0,0,1,1,0,2,1,2,4,5,8,1,2016-03-30
中天证券有限责任公司沈阳天坛一街证券营业部,13,2010-03-23,0,0,0,0,0,0,3,4,1,2,1,2,0,2015-12-24
中天证券有限责任公司沈阳小西路证券营业部,18,2006-12-27,0,0,1,4,1,1,0,0,1,3,5,1,1,2016-02-25
中天证券有限责任公司沈阳崇山中路证券营业部,4,2007-11-13,0,0,0,2,2,0,0,0,0,0,0,0,0,2008-04-16
中天证券有限责任公司沈阳文化东路证券营业部,7,2008-04-22,0,0,0,0,3,4,0,0,0,0,0,0,0,2009-04-29
中天证券有限责任公司沈阳枫杨路证券营业部,7,2008-03-13,0,0,0,0,2,2,1,0,0,1,1,0,0,2014-07-04
中天证券有限责任公司沈阳枫阳路证券营业部,2,2007-11-26,0,0,0,1,1,0,0,0,0,0,0,0,0,2008-04-25
中天证券有限责任公司沈阳联合路证券营业部,10,2006-11-24,0,0,1,2,2,3,0,0,1,1,0,0,0,2013-01-30
中天证券有限责任公司沈阳长江街证券营业部,29,2007-09-20,0,0,0,2,8,0,2,1,5,0,8,2,1,2016-05-13
中天证券有限责任公司沈阳黑龙江街证券营业部,21,2007-11-08,0,0,0,2,3,1,5,3,0,1,4,1,1,2016-01-11
中天证券有限责任公司深圳民田路证券营业部,8,2015-05-28,0,0,0,0,0,0,0,0,0,0,0,6,2,2016-05-13
中天证券有限责任公司深圳深南东路证券营业部,32,2013-06-14,0,0,0,0,0,0,0,0,0,10,7,12,3,2016-04-20
中天证券有限责任公司深圳深南大道证券营业部,1,2016-04-26,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-04-26
中天证券有限责任公司深圳金田路证券营业部,4,2015-02-10,0,0,0,0,0,0,0,0,0,0,0,3,1,2016-01-08
中天证券有限责任公司盖州市盖州路证券营业部,3,2016-03-28,0,0,0,0,0,0,0,0,0,0,0,0,3,2016-03-29
中天证券有限责任公司盘锦兴隆街证券营业部,7,2012-02-09,0,0,0,0,0,0,0,0,2,0,1,4,0,2015-11-25
中天证券有限责任公司葫芦岛泰康路证券营业部,3,2011-12-23,0,0,0,0,0,0,0,1,0,0,0,2,0,2015-07-06
中天证券有限责任公司葫芦岛站前街证券营业部,16,2007-04-11,0,0,0,7,8,1,0,0,0,0,0,0,0,2009-08-18
中天证券有限责任公司辽阳新运大街证券营业部,2,2011-07-04,0,0,0,0,0,0,0,1,0,0,1,0,0,2014-02-18
中天证券有限责任公司辽阳民主路证券营业部,5,2007-01-17,0,0,0,3,2,0,0,0,0,0,0,0,0,2008-06-24
中天证券有限责任公司铁岭广裕街证券营业部,1,2016-01-04,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-01-04
中天证券有限责任公司锦州延安路证券营业部,8,2010-06-01,0,0,0,0,0,0,2,3,1,1,0,1,0,2015-07-06
中天证券有限责任公司鞍山民生西路证券营业部,2,2015-06-04,0,0,0,0,0,0,0,0,0,0,0,1,1,2016-01-13
中天证券股份有限公司上海志丹路证券营业部,2,2016-08-08,0,0,0,0,0,0,0,0,0,0,0,0,2,2016-08-18
中天证券股份有限公司上海武夷路证券营业部,3,2016-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,2016-09-01
中天证券股份有限公司天津中山路证券营业部,1,2016-06-06,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-06-06
中天证券股份有限公司无锡锡沪中路证券营业部,1,2016-08-29,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-08-29
中天证券股份有限公司朝阳友谊大街证券营业部,1,2016-06-07,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-06-07
中天证券股份有限公司杭州庆春路证券营业部,21,2016-06-20,0,0,0,0,0,0,0,0,0,0,0,0,21,2016-08-23
中天证券股份有限公司沈阳保工街证券营业部,13,2016-07-01,0,0,0,0,0,0,0,0,0,0,0,0,13,2016-08-12
中天证券股份有限公司沈阳十三纬路证券营业部,1,2016-08-22,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-08-22
中天证券股份有限公司沈阳南六东路证券营业部,1,2016-08-26,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-08-26
中天证券股份有限公司沈阳大南街证券营业部,2,2016-07-20,0,0,0,0,0,0,0,0,0,0,0,0,2,2016-08-16
中天证券股份有限公司深圳深南东路证券营业部,1,2016-07-28,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-07-28
中天证券股份有限公司温州江滨西路证券营业部,1,2016-09-02,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-09-02
中天证券股份有限公司盘锦兴隆街证券营业部,1,2016-07-14,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-07-14
中富证券上海南京西路证券营业部（上海证券托管）,1,2007-09-06,0,0,0,1,0,0,0,0,0,0,0,0,0,2007-09-06
中富证券乐清乐成镇乐怡路证券营业部（上海证券托管）,4,2008-08-04,0,0,0,0,4,0,0,0,0,0,0,0,0,2008-08-28
中富证券交易单元(255400),12,2008-09-17,0,0,0,0,12,0,0,0,0,0,0,0,0,2008-09-25
中富证券南京洪武路证券营业部（上海证券托管）,2,2008-06-30,0,0,0,0,2,0,0,0,0,0,0,0,0,2008-08-07
中富证券台州解放南路证券营业部（上海证券托管）,3,2007-11-09,0,0,0,1,2,0,0,0,0,0,0,0,0,2008-06-12
中富证券嘉兴越秀北路证券营业部（上海证券托管）,13,2007-10-15,0,0,0,1,12,0,0,0,0,0,0,0,0,2008-06-12
中富证券大连胜利东路证券营业部（上海证券托管）,98,2007-08-27,0,0,0,38,60,0,0,0,0,0,0,0,0,2008-06-30
中富证券有限责任公司上海南京西路证券营业部,18,2006-09-28,0,0,6,6,6,0,0,0,0,0,0,0,0,2008-09-22
中富证券有限责任公司乐清乐成镇乐怡路证券营业部,41,2006-09-12,0,0,3,18,20,0,0,0,0,0,0,0,0,2008-09-09
中富证券有限责任公司北京东四十条证券营业部,4,2006-09-04,0,0,1,0,3,0,0,0,0,0,0,0,0,2008-06-12
中富证券有限责任公司南京洪武路证券营业部,4,2007-06-01,0,0,0,4,0,0,0,0,0,0,0,0,0,2007-06-01
中富证券有限责任公司台州解放南路证券营业部,11,2006-07-10,0,0,6,3,2,0,0,0,0,0,0,0,0,2008-04-02
中富证券有限责任公司嘉兴越秀北路证券营业部,20,2006-07-03,0,0,2,18,0,0,0,0,0,0,0,0,0,2007-08-20
中富证券有限责任公司大连胜利东路证券营业部,142,2004-07-02,1,4,14,123,0,0,0,0,0,0,0,0,0,2007-08-29
中富证券有限责任公司大连胜利东路证券营业部（上海证,1,2007-08-23,0,0,0,1,0,0,0,0,0,0,0,0,0,2007-08-23
中富证券有限责任公司广州东风中路证券营业部,3,2007-01-23,0,0,0,3,0,0,0,0,0,0,0,0,0,2007-08-16
中富证券有限责任公司杭州文三路证券营业部,19,2006-08-07,0,0,6,12,1,0,0,0,0,0,0,0,0,2008-02-13
中富证券有限责任公司深圳深南中路证券营业部,17,2006-08-10,0,0,6,8,3,0,0,0,0,0,0,0,0,2008-04-09
中富证券有限责任公司温州谢池商城证券营业部,81,2006-08-22,0,0,11,39,31,0,0,0,0,0,0,0,0,2008-08-28
中富证券有限责任公司瑞安滨江大道证券营业部,43,2006-08-15,0,0,6,21,16,0,0,0,0,0,0,0,0,2008-09-08
中富证券有限责任公司福州五四路证券营业部,2,2008-03-19,0,0,0,0,2,0,0,0,0,0,0,0,0,2008-04-01
中富证券杭州文三路证券营业部（上海证券托管）,1,2008-07-25,0,0,0,0,1,0,0,0,0,0,0,0,0,2008-07-25
中富证券深圳深南中路证券营业部（上海证券托管）,8,2007-11-29,0,0,0,1,7,0,0,0,0,0,0,0,0,2008-04-25
中富证券温州谢池商城证券营业部（上海证券托管）,11,2008-06-30,0,0,0,0,11,0,0,0,0,0,0,0,0,2008-09-09
中富证券瑞安滨江大道证券营业部（上海证券托管）,10,2008-07-08,0,0,0,0,10,0,0,0,0,0,0,0,0,2008-08-29
中山证券(机构专用席位),2,2005-06-02,0,2,0,0,0,0,0,0,0,0,0,0,0,2005-07-06
中山证券交易单元(217800),48,2007-07-03,0,0,0,28,16,4,0,0,0,0,0,0,0,2009-03-10
中山证券有限责任公司,1,2014-05-14,0,0,0,0,0,0,0,0,0,0,1,0,0,2014-05-14
中山证券有限责任公司上海东园路证券营业部,136,2014-08-19,0,0,0,0,0,0,0,0,0,0,7,87,42,2016-08-12
中山证券有限责任公司上海长宁路证券营业部,178,2006-08-07,0,0,5,29,19,17,10,4,7,36,16,26,9,2016-07-06
中山证券有限责任公司上海零陵路证券营业部,507,2006-07-26,0,0,32,50,49,28,19,27,47,79,104,41,31,2016-09-02
中山证券有限责任公司中山竹苑路证券营业部,80,2006-09-08,0,0,1,12,15,1,5,13,8,10,6,4,5,2016-08-31
中山证券有限责任公司北京车公庄大街证券营业部,178,2006-08-09,0,0,10,27,18,12,15,18,9,8,10,45,6,2016-07-26
中山证券有限责任公司南通姚港路证券营业部,162,2010-06-10,0,0,0,0,0,0,39,39,29,9,5,31,10,2016-07-14
中山证券有限责任公司南通孩儿巷证券营业部,51,2006-08-14,0,0,1,6,18,13,13,0,0,0,0,0,0,2010-05-26
中山证券有限责任公司呼和浩特呼伦南路证券营业部,2,2016-07-21,0,0,0,0,0,0,0,0,0,0,0,0,2,2016-07-21
中山证券有限责任公司天津营口道证券营业部,1,2007-02-09,0,0,0,1,0,0,0,0,0,0,0,0,0,2007-02-09
中山证券有限责任公司客户资产管理部,33,2011-04-15,0,0,0,0,0,0,0,3,0,0,11,19,0,2015-12-03
中山证券有限责任公司广州花城大道证券营业部,243,2007-12-17,0,0,0,1,5,16,2,14,11,55,109,30,0,2015-12-09
中山证券有限责任公司广州证券营业部,5,2007-12-25,0,0,0,1,4,0,0,0,0,0,0,0,0,2008-09-10
中山证券有限责任公司广州逸景路证券营业部,1,2016-07-11,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-07-11
中山证券有限责任公司张家港园林南路证券营业部,4,2015-07-14,0,0,0,0,0,0,0,0,0,0,0,1,3,2016-04-26
中山证券有限责任公司总部,4,2015-11-23,0,0,0,0,0,0,0,0,0,0,0,4,0,2015-12-17
中山证券有限责任公司杭州凤起路证券营业部,39,2007-02-06,0,0,0,5,4,9,21,0,0,0,0,0,0,2010-04-30
中山证券有限责任公司杭州杨公堤证券营业部,757,2010-05-04,0,0,0,0,0,0,119,103,85,139,52,144,115,2016-08-30
中山证券有限责任公司武汉新华下路证券营业部,65,2006-09-08,0,0,4,14,15,10,3,4,8,2,2,3,0,2015-12-29
中山证券有限责任公司沈阳和平大街证券营业部,6,2007-08-07,0,0,0,2,4,0,0,0,0,0,0,0,0,2008-11-28
中山证券有限责任公司沈阳文艺路证券营业部,25,2009-02-10,0,0,0,0,0,1,0,4,3,2,7,5,3,2016-05-05
中山证券有限责任公司泉州丰泽街证券营业部,2,2015-08-05,0,0,0,0,0,0,0,0,0,0,0,1,1,2016-03-04
中山证券有限责任公司济南解放路证券营业部,5,2015-08-03,0,0,0,0,0,0,0,0,0,0,0,3,2,2016-07-28
中山证券有限责任公司海城北顺城路证券营业部,32,2006-07-07,0,0,3,12,13,4,0,0,0,0,0,0,0,2009-06-11
中山证券有限责任公司海城海州大街证券营业部,86,2009-09-01,0,0,0,0,0,3,8,9,23,20,9,13,1,2016-01-18
中山证券有限责任公司深圳人民北路证券营业部,72,2004-10-19,1,0,5,32,17,17,0,0,0,0,0,0,0,2009-11-06
中山证券有限责任公司深圳深南大道证券营业部,320,2005-06-27,0,2,5,18,24,11,11,12,10,56,37,108,26,2016-09-01
中山证券有限责任公司深圳福华三路证券营业部,187,2010-01-12,0,0,0,0,0,0,17,41,48,36,15,22,8,2016-08-10
中山证券有限责任公司鞍山二道街证券营业部,28,2007-08-22,0,0,0,3,12,3,1,2,2,2,2,0,1,2016-05-11
中山证券有限责任公司鞍山前进路证券营业部,4,2015-04-14,0,0,0,0,0,0,0,0,0,0,0,2,2,2016-01-29
中山证券有限责任公司鞍山南胜利路证券营业部,43,2007-04-18,0,0,0,13,10,3,4,1,1,2,4,5,0,2015-10-21
中山证券深圳深南大道部一席,1,2006-08-23,0,0,1,0,0,0,0,0,0,0,0,0,0,2006-08-23
中投证券三席,1,2006-12-06,0,0,1,0,0,0,0,0,0,0,0,0,0,2006-12-06
中投证券五交易单元,1,2007-02-12,0,0,0,1,0,0,0,0,0,0,0,0,0,2007-02-12
中投证券北京复兴路部,2,2006-11-07,0,0,2,0,0,0,0,0,0,0,0,0,0,2006-11-10
中投证券广州体育东路部二交易单元,1,2007-02-14,0,0,0,1,0,0,0,0,0,0,0,0,0,2007-02-14
中投证券广州水荫路部,1,2006-10-16,0,0,1,0,0,0,0,0,0,0,0,0,0,2006-10-16
中投证券西宁黄河路部,1,2006-07-05,0,0,1,0,0,0,0,0,0,0,0,0,0,2006-07-05
中期证券二交易单元,1,2007-01-16,0,0,0,1,0,0,0,0,0,0,0,0,0,2007-01-16
中期证券经纪有限责任公司上海徐家汇路证券营业部,5,2006-11-29,0,0,5,0,0,0,0,0,0,0,0,0,0,2006-12-27
中期证券经纪有限责任公司北京苏州街证券营业部,2,2006-10-20,0,0,2,0,0,0,0,0,0,0,0,0,0,2006-10-20
中期证券经纪有限责任公司大连中山广场证券营业部,1,2006-11-20,0,0,1,0,0,0,0,0,0,0,0,0,0,2006-11-20
中期证券经纪有限责任公司天津绍兴道证券营业部,1,2006-07-10,0,0,1,0,0,0,0,0,0,0,0,0,0,2006-07-10
中期证券经纪有限责任公司武汉洞庭街证券营业部,6,2006-08-04,0,0,6,0,0,0,0,0,0,0,0,0,0,2006-12-06
中期证券经纪有限责任公司深圳华强北路证券营业部,14,2005-05-18,0,8,6,0,0,0,0,0,0,0,0,0,0,2006-12-07
中期证券经纪有限责任公司苏州干将路证券营业部,1,2006-07-03,0,0,1,0,0,0,0,0,0,0,0,0,0,2006-07-03
中期证券经纪有限责任公司郑州经七路证券营业部,1,2006-07-14,0,0,1,0,0,0,0,0,0,0,0,0,0,2006-07-14
中泰证券股份有限公司,4,2015-12-02,0,0,0,0,0,0,0,0,0,0,0,1,3,2016-08-31
中泰证券股份有限公司上海东方路证券营业部,19,2016-02-02,0,0,0,0,0,0,0,0,0,0,0,0,19,2016-08-18
中泰证券股份有限公司上海仙霞西路证券营业部,6,2015-10-28,0,0,0,0,0,0,0,0,0,0,0,1,5,2016-06-30
中泰证券股份有限公司上海分公司,5,2015-11-27,0,0,0,0,0,0,0,0,0,0,0,1,4,2016-08-09
中泰证券股份有限公司上海建国中路证券营业部,122,2015-09-30,0,0,0,0,0,0,0,0,0,0,0,45,77,2016-09-02
中泰证券股份有限公司上海斜土路证券营业部,3,2015-11-16,0,0,0,0,0,0,0,0,0,0,0,2,1,2016-08-17
中泰证券股份有限公司上海甘河路证券营业部,34,2015-11-03,0,0,0,0,0,0,0,0,0,0,0,5,29,2016-08-04
中泰证券股份有限公司上海苗圃路证券营业部,7,2015-10-26,0,0,0,0,0,0,0,0,0,0,0,5,2,2016-07-27
中泰证券股份有限公司上海西安路证券营业部,35,2015-12-01,0,0,0,0,0,0,0,0,0,0,0,5,30,2016-07-21
中泰证券股份有限公司上海赤峰路证券营业部,8,2015-09-25,0,0,0,0,0,0,0,0,0,0,0,2,6,2016-08-04
中泰证券股份有限公司东北分公司,2,2016-04-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2016-07-06
中泰证券股份有限公司东营东三路证券营业部,5,2015-12-21,0,0,0,0,0,0,0,0,0,0,0,1,4,2016-09-01
中泰证券股份有限公司东营北一路证券营业部,18,2015-12-08,0,0,0,0,0,0,0,0,0,0,0,2,16,2016-07-29
中泰证券股份有限公司东营永安路证券营业部,2,2016-08-03,0,0,0,0,0,0,0,0,0,0,0,0,2,2016-08-04
中泰证券股份有限公司东营河口海盛路证券营业部,2,2016-06-02,0,0,0,0,0,0,0,0,0,0,0,0,2,2016-06-02
中泰证券股份有限公司东营西四路证券营业部,6,2015-09-30,0,0,0,0,0,0,0,0,0,0,0,3,3,2016-07-04
中泰证券股份有限公司临朐朐山路证券营业部,2,2016-01-25,0,0,0,0,0,0,0,0,0,0,0,0,2,2016-01-25
中泰证券股份有限公司临沂费县证券营业部,1,2016-08-17,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-08-17
中泰证券股份有限公司临沂通达路证券营业部,11,2015-11-12,0,0,0,0,0,0,0,0,0,0,0,8,3,2016-07-01
中泰证券股份有限公司临清红星路证券营业部,21,2015-11-02,0,0,0,0,0,0,0,0,0,0,0,8,13,2016-08-04
中泰证券股份有限公司义乌城中北路证券营业部,1,2015-11-24,0,0,0,0,0,0,0,0,0,0,0,1,0,2015-11-24
中泰证券股份有限公司乌鲁木齐南湖南路证券营业部,1,2015-12-18,0,0,0,0,0,0,0,0,0,0,0,1,0,2015-12-18
中泰证券股份有限公司乳山胜利街证券营业部,3,2016-04-29,0,0,0,0,0,0,0,0,0,0,0,0,3,2016-05-19
中泰证券股份有限公司余姚新建北路证券营业部,10,2015-12-18,0,0,0,0,0,0,0,0,0,0,0,1,9,2016-08-16
中泰证券股份有限公司佛山影荫路证券营业部,1,2015-09-25,0,0,0,0,0,0,0,0,0,0,0,1,0,2015-09-25
中泰证券股份有限公司兖州建设路证券营业部,1,2015-10-23,0,0,0,0,0,0,0,0,0,0,0,1,0,2015-10-23
中泰证券股份有限公司包头钢铁大街证券营业部,4,2016-02-25,0,0,0,0,0,0,0,0,0,0,0,0,4,2016-07-21
中泰证券股份有限公司北京信息路证券营业部,1,2015-10-09,0,0,0,0,0,0,0,0,0,0,0,1,0,2015-10-09
中泰证券股份有限公司北京方庄南路证券营业部,2,2016-03-22,0,0,0,0,0,0,0,0,0,0,0,0,2,2016-05-04
中泰证券股份有限公司北京朝外大街证券营业部,8,2015-11-26,0,0,0,0,0,0,0,0,0,0,0,3,5,2016-08-19
中泰证券股份有限公司北京百万庄大街证券营业部,6,2015-10-27,0,0,0,0,0,0,0,0,0,0,0,2,4,2016-08-24
中泰证券股份有限公司北京苏州桥证券营业部,6,2015-11-02,0,0,0,0,0,0,0,0,0,0,0,2,4,2016-07-29
中泰证券股份有限公司北京高梁桥斜街证券营业部,1,2015-11-30,0,0,0,0,0,0,0,0,0,0,0,1,0,2015-11-30
中泰证券股份有限公司南京中山东路证券营业部,1,2015-11-03,0,0,0,0,0,0,0,0,0,0,0,1,0,2015-11-03
中泰证券股份有限公司南京中山南路证券营业部,16,2015-11-18,0,0,0,0,0,0,0,0,0,0,0,3,13,2016-08-31
中泰证券股份有限公司厦门厦禾路证券营业部,9,2015-11-27,0,0,0,0,0,0,0,0,0,0,0,3,6,2016-07-13
中泰证券股份有限公司厦门嘉禾路证券营业部,5,2015-10-13,0,0,0,0,0,0,0,0,0,0,0,5,0,2015-10-29
中泰证券股份有限公司厦门城南路证券营业部,1,2016-04-20,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-04-20
中泰证券股份有限公司厦门思明南路证券营业部,19,2015-10-23,0,0,0,0,0,0,0,0,0,0,0,1,18,2016-04-01
中泰证券股份有限公司厦门松柏路证券营业部,1,2016-03-09,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-03-09
中泰证券股份有限公司厦门鹭江道证券营业部,9,2016-06-16,0,0,0,0,0,0,0,0,0,0,0,0,9,2016-08-30
中泰证券股份有限公司台州解放北路证券营业部,1,2015-09-29,0,0,0,0,0,0,0,0,0,0,0,1,0,2015-09-29
中泰证券股份有限公司合肥黄山路证券营业部,2,2015-12-21,0,0,0,0,0,0,0,0,0,0,0,1,1,2016-04-22
中泰证券股份有限公司哈尔滨红专街证券营业部,1,2016-08-30,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-08-30
中泰证券股份有限公司大连开发区金马路证券营业部,2,2015-10-30,0,0,0,0,0,0,0,0,0,0,0,1,1,2016-05-12
中泰证券股份有限公司大连鲁迅路证券营业部,8,2015-11-02,0,0,0,0,0,0,0,0,0,0,0,5,3,2016-05-04
中泰证券股份有限公司天津开发区第三大街证券营业部,4,2015-11-05,0,0,0,0,0,0,0,0,0,0,0,2,2,2016-02-03
中泰证券股份有限公司天津红旗路证券营业部,33,2015-10-21,0,0,0,0,0,0,0,0,0,0,0,12,21,2016-07-18
中泰证券股份有限公司太原并州南路证券营业部,1,2016-05-16,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-05-16
中泰证券股份有限公司奉化南山路证券营业部,112,2015-09-28,0,0,0,0,0,0,0,0,0,0,0,47,65,2016-08-18
中泰证券股份有限公司威海新威路证券营业部,2,2015-12-11,0,0,0,0,0,0,0,0,0,0,0,1,1,2016-07-07
中泰证券股份有限公司威海海滨北路证券营业部,38,2015-11-03,0,0,0,0,0,0,0,0,0,0,0,14,24,2016-08-23
中泰证券股份有限公司宁夏分公司,2,2016-01-08,0,0,0,0,0,0,0,0,0,0,0,0,2,2016-02-01
中泰证券股份有限公司宁波北仑恒山路证券营业部,5,2016-01-25,0,0,0,0,0,0,0,0,0,0,0,0,5,2016-08-03
中泰证券股份有限公司宁波江东北路证券营业部,235,2015-09-25,0,0,0,0,0,0,0,0,0,0,0,168,67,2016-08-08
中泰证券股份有限公司宁波泰康中路证券营业部,12,2016-01-22,0,0,0,0,0,0,0,0,0,0,0,0,12,2016-05-12
中泰证券股份有限公司宝鸡联盟路证券营业部,1,2016-01-28,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-01-28
中泰证券股份有限公司客户资产管理部,12,2015-11-24,0,0,0,0,0,0,0,0,0,0,0,4,8,2016-08-30
中泰证券股份有限公司寿光公园北街证券营业部,3,2016-07-20,0,0,0,0,0,0,0,0,0,0,0,0,3,2016-07-21
中泰证券股份有限公司平度青岛路证券营业部,1,2016-01-08,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-01-08
中泰证券股份有限公司广州华穗路证券营业部,15,2015-10-14,0,0,0,0,0,0,0,0,0,0,0,5,10,2016-08-29
中泰证券股份有限公司广州天河路证券营业部,5,2015-12-08,0,0,0,0,0,0,0,0,0,0,0,1,4,2016-07-14
中泰证券股份有限公司张家港杨舍东街证券营业部,4,2015-10-20,0,0,0,0,0,0,0,0,0,0,0,3,1,2016-05-16
中泰证券股份有限公司徐州民主南路证券营业部,6,2015-11-03,0,0,0,0,0,0,0,0,0,0,0,2,4,2016-03-22
中泰证券股份有限公司德州三八中路证券营业部,40,2015-10-21,0,0,0,0,0,0,0,0,0,0,0,16,24,2016-08-22
中泰证券股份有限公司慈溪天九街证券营业部,28,2015-10-08,0,0,0,0,0,0,0,0,0,0,0,9,19,2016-08-26
中泰证券股份有限公司成都新光华街证券营业部,8,2015-10-28,0,0,0,0,0,0,0,0,0,0,0,3,5,2016-08-23
中泰证券股份有限公司招远温泉路证券营业部,31,2015-10-08,0,0,0,0,0,0,0,0,0,0,0,13,18,2016-08-22
中泰证券股份有限公司揭阳普宁长春路证券营业部,5,2015-11-05,0,0,0,0,0,0,0,0,0,0,0,1,4,2016-05-26
中泰证券股份有限公司新泰府前街证券营业部,1,2016-07-15,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-07-15
中泰证券股份有限公司日照昭阳路证券营业部,1,2015-12-29,0,0,0,0,0,0,0,0,0,0,0,1,0,2015-12-29
中泰证券股份有限公司日照黄海一路证券营业部,13,2015-09-28,0,0,0,0,0,0,0,0,0,0,0,6,7,2016-09-02
中泰证券股份有限公司昆山前进东路证券营业部,1,2016-06-07,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-06-07
中泰证券股份有限公司昆明拓东路证券营业部,1,2016-08-11,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-08-11
中泰证券股份有限公司昌邑天水路证券营业部,1,2016-06-27,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-06-27
中泰证券股份有限公司杭州求是路证券营业部,7,2015-10-26,0,0,0,0,0,0,0,0,0,0,0,4,3,2016-06-17
中泰证券股份有限公司枣庄中兴大道证券营业部,1,2016-02-18,0,0,0,0,0,0,0,0,0,0,0,0,1,2016-02-18
中泰证券股份有限公司枣庄府前西路证券营业部,4,2016-08-18,0,0,0,0,0,0,0,0,0,0,0,0,4,2016-08-22
中泰证券股份有限公司枣庄林运路证券营业部,3,2015-12-21,0,0,0,0,0,0,0,0,0,0,0,2,1,2016-06-23
中泰证券股份有限公司枣庄青檀中路证券营业部,10,2015-11-13,0,0,0,0,0,0,0,0,0,0,0,4,6,2016-07-11
